stepIdx	time_s	pureY	pureZ	zEnergyFrac	zEF_avg5	procRmsZ	stepFreqHz	rmsZdivFreq	stepVarH	dmag	recentStepVarYZ	varYZRatio	dmagRatio	zfRatio	freqRatio	energyFracZ	zPeakYRatio	stairConfidence	fsmLabel	armSpin	floorGT
134	81.332	-0.682175	1.40803	0.673633	0.745242	5.09532	1.79211	2.84319	2.13265	3.36235	6.30167	1.59345	1.09628	1.45633	1.04862	0.92342	0.290727	0.217647	stair	0	down
135	81.871	0.129652	1.51769	0.921296	0.779409	4.12902	1.92678	2.14296	1.63978	0.819199	6.21986	1.57276	0.267097	1.09767	1.12742	0.912255	0.255263	0.187652	stair	0	down
136	82.448	-0.241838	4.10118	0.944315	0.806039	4.17048	1.68067	2.48144	1.56891	2.61006	2.37121	0.599589	0.851002	1.27104	0.983414	0.91723	0.211009	0.208498	stair	0	down
137	82.928	1.09392	4.94005	0.818706	0.839807	4.58403	2	2.29201	1.24685	1.57733	2.69815	0.682258	0.514282	1.17401	1.17026	0.943969	0.252368	0.199877	stair	0	down
138	83.429	0.912972	3.57129	0.796405	0.830871	4.88228	2.00401	2.43626	2.883	1.38067	2.45064	0.619673	0.450163	1.2479	1.17261	0.891638	0.0215202	0.211882	stair	0	down
139	83.946	0.551514	2.81876	0.836359	0.863416	3.95295	1.99601	1.98043	1.97781	0.834839	1.5972	0.403871	0.272197	1.01441	1.16793	0.887498	0.0190992	0.162515	stair	0	down
140	84.523	0.379695	2.87889	0.883478	0.855853	3.50636	1.79533	1.95304	3.62912	0.182037	0.848376	0.214522	0.0593526	1.00038	1.0505	0.771662	0.227517	0.121982	stair	0	ground
141	85.004	0.961707	1.8795	0.661515	0.799292	3.88204	1.85874	2.08854	1.65339	1.15651	1.10359	0.279054	0.377075	1.06979	1.0876	0.897118	0.170759	0.108934	stair	0	ground
142	85.522	-0.739601	0.356374	0.325166	0.700584	2.65678	2	1.32839	1.60381	2.2835	1.61494	0.408357	0.744527	0.680428	1.17026	0.814614	0.221198	0.466494	stair	0	ground
143	86.118	0.538956	1.75962	0.765526	0.694409	2.71194	1.79533	1.51055	1.95676	1.89837	1.16714	0.295126	0.618957	0.773733	1.0505	0.789353	0.273822	0.526089	stair	0	ground
144	86.656	-0.725881	1.61592	0.690033	0.665143	3.09079	1.67785	1.84211	5.97746	1.27297	1.12739	0.285073	0.415049	0.943563	0.981764	0.615011	0.264721	0.573299	stair	0	ground
145	87.271	-0.0240054	2.44959	0.990295	0.686507	2.46928	1.79211	1.37786	3.02756	1.08979	0.932267	0.235734	0.355321	0.705764	1.04862	0.668047	0.201891	0	stair	0	ground
146	87.79	-0.824034	3.33993	0.802103	0.714624	3.51108	1.73611	2.02238	5.55489	1.19697	1.25454	0.317225	0.390269	1.0359	1.01585	0.687331	0.148647	0.636474	stair	0	ground
147	88.405	-0.997859	0.863348	0.463865	0.742364	1.9878	2.47525	0.803069	2.38554	2.48267	1.03218	0.260998	0.809467	0.411347	1.44834	0.623125	0.289468	0	stair	0	ground
148	88.925	-0.904446	1.65522	0.646655	0.71859	1.29877	1.36986	0.948102	3.24769	0.797364	0.831635	0.210288	0.259978	0.485636	0.801549	0.337493	0.356536	0	stair	0	ground
149	89.54	0.191323	1.14654	0.856993	0.751982	1.92204	1.85529	1.03598	1.44074	1.20809	1.05951	0.267909	0.393892	0.530648	1.08559	0.718525	0.177305	0	ground	0	ground
