time(s)	globalX	globalY	globalZ	quatX	quatY	quatZ	quatW	gyroAngle	pitch	floorLabel
60.248	0.092654	0.246767	-6.174750	-0.015992	0.139902	0.988502	0.055037	91.238	-15.952	down
60.266	-0.041233	0.154960	-6.313808	-0.015992	0.139902	0.988502	0.055037	91.238	-15.952	down
60.286	-0.349108	-0.335155	-6.465193	-0.013073	0.147856	0.987502	0.053069	90.993	-16.896	down
60.304	-0.378000	-0.493142	-5.849866	-0.013073	0.147856	0.987502	0.053069	90.993	-16.896	down
60.323	-0.197199	-0.458073	-3.922501	-0.009535	0.149202	0.987304	0.053566	90.996	-17.073	down
60.344	1.015684	-0.141176	-1.513995	-0.005302	0.148131	0.987369	0.055908	91.195	-16.973	down
60.361	2.165691	-0.254242	-0.243929	-0.002009	0.145968	0.987506	0.059403	91.544	-16.741	down
60.381	1.979190	-0.357428	1.194994	0.006409	0.134025	0.988975	0.062651	91.754	-15.420	down
60.415	1.490946	0.541875	5.129663	0.014611	0.118229	0.990778	0.064624	91.838	-13.660	down
60.425	0.571844	2.398309	9.594260	0.024728	0.100491	0.992364	0.067102	91.995	-11.699	down
60.439	-0.469807	3.683840	12.727956	0.024728	0.100491	0.992364	0.067102	91.995	-11.699	down
60.458	0.991913	2.323748	12.676769	0.032726	0.087694	0.993098	0.070676	92.336	-10.300	down
60.478	2.555835	1.141149	9.868086	0.036338	0.083375	0.993058	0.074583	92.762	-9.847	down
60.497	3.066706	0.303492	6.803024	0.041113	0.091218	0.992023	0.076657	92.936	-10.794	down
60.516	2.617950	-0.479554	4.666073	0.046087	0.096689	0.991493	0.073950	92.550	-11.452	down
60.535	1.614048	-0.601853	3.399430	0.052865	0.101170	0.991078	0.068808	91.854	-11.994	down
60.554	0.216757	-0.175428	2.305618	0.052865	0.101170	0.991078	0.068808	91.854	-11.994	down
60.573	-1.294472	-0.036815	1.078715	0.059354	0.105258	0.990792	0.061089	90.854	-12.464	down
60.592	-2.106051	-0.243749	-0.543139	0.062978	0.110506	0.990513	0.052047	89.724	-13.031	down
60.612	-2.051971	-0.449425	-2.497416	0.058913	0.127908	0.989286	0.038492	88.096	-14.928	down
60.632	-1.528822	-0.359088	-4.248024	0.053256	0.139558	0.988157	0.035112	87.727	-16.233	down
60.650	-1.192428	0.018608	-5.617285	0.053256	0.139558	0.988157	0.035112	87.727	-16.233	down
60.671	-0.844571	0.026003	-6.852487	0.036558	0.165884	0.984975	0.031163	87.461	-19.212	down
60.690	-0.636458	-0.135243	-7.822193	0.026856	0.178535	0.983127	0.029400	87.425	-20.648	down
60.708	-0.479669	-0.492856	-8.071459	0.018768	0.188810	0.981421	0.028488	87.486	-21.819	down
60.727	-0.421261	-0.551403	-7.789357	0.018768	0.188810	0.981421	0.028488	87.486	-21.819	down
60.746	-0.294732	-0.884350	-7.589578	0.011831	0.196464	0.980022	0.028623	87.668	-22.691	down
60.765	-0.035086	-1.354073	-7.531648	0.005066	0.201956	0.978933	0.029639	87.966	-23.310	down
60.785	0.611260	-1.928502	-7.419519	-0.004995	0.205914	0.977917	0.035400	88.938	-23.727	down
60.804	0.794744	-2.413120	-6.657661	-0.004995	0.205914	0.977917	0.035400	88.938	-23.727	down
60.823	0.377290	-2.464360	-5.555828	-0.003961	0.203903	0.978130	0.040853	89.572	-23.488	down
60.842	-0.351033	-2.060655	-3.554950	0.000369	0.197240	0.979185	0.047890	90.298	-22.725	down
60.862	-0.573003	-1.014466	0.322174	0.007412	0.165957	0.983789	0.067518	92.403	-19.119	down
60.881	1.079943	0.709119	4.011957	0.008702	0.149577	0.985515	0.079428	93.747	-17.230	down
60.915	2.890192	2.490971	6.853499	0.010591	0.137967	0.986470	0.087905	94.684	-15.906	down
60.919	2.631012	2.892504	8.840766	0.010591	0.137967	0.986470	0.087905	94.684	-15.906	down
60.940	1.013473	2.309065	10.150551	0.011858	0.126580	0.987798	0.089949	94.872	-14.608	down
60.957	0.198444	1.721903	9.413516	0.011858	0.126580	0.987798	0.089949	94.872	-14.608	down
60.977	0.091961	0.790655	7.235696	0.008870	0.125733	0.988091	0.088238	94.712	-14.480	down
60.995	-0.375871	0.669931	5.690778	0.007442	0.125712	0.988235	0.086794	94.563	-14.463	down
61.015	-1.010951	1.425490	6.052006	0.010026	0.121944	0.988787	0.085613	94.376	-14.056	down
61.035	-1.391691	1.790867	6.593179	0.020234	0.103504	0.991232	0.079602	93.508	-12.029	down
61.054	-1.615298	1.041228	5.849691	0.023839	0.097348	0.992307	0.072667	92.655	-11.342	down
61.073	-1.908805	-0.320066	4.027286	0.023839	0.097348	0.992307	0.072667	92.655	-11.342	down
61.092	-2.357326	-1.496165	1.653664	0.025257	0.096996	0.992893	0.064138	91.645	-11.295	down
61.111	-2.286964	-1.933672	-0.732551	0.024938	0.102031	0.992869	0.056400	90.742	-11.854	down
61.130	-1.926515	-2.081067	-2.940137	0.023398	0.110571	0.992300	0.050590	90.076	-12.815	down
61.150	-1.574089	-2.381331	-4.604346	0.021332	0.131829	0.990010	0.045224	89.461	-15.245	down
61.170	-1.207161	-2.217769	-5.846059	0.021332	0.131829	0.990010	0.045224	89.461	-15.245	down
61.189	-1.010832	-2.018963	-6.547488	0.026457	0.153024	0.986664	0.048758	89.779	-17.731	down
61.209	-0.591359	-1.208409	-6.915956	0.026457	0.153024	0.986664	0.048758	89.779	-17.731	down
61.226	-0.160600	-0.554376	-6.966020	0.030022	0.161800	0.984959	0.052740	90.180	-18.778	down
61.246	0.315849	-0.095728	-7.122948	0.031737	0.168264	0.983607	0.056520	90.594	-19.548	down
61.265	0.769032	-0.058762	-7.291126	0.028855	0.172367	0.982793	0.059729	91.038	-20.014	down
61.285	0.841847	-0.087783	-6.855315	0.027661	0.168853	0.983465	0.059311	91.012	-19.597	down
61.303	0.633695	0.155935	-5.584632	0.027661	0.168853	0.983465	0.059311	91.012	-19.597	down
61.323	0.518622	0.938552	-2.966161	0.028689	0.161910	0.984618	0.059075	90.964	-18.798	down
61.342	0.690750	1.327614	-1.248000	0.030900	0.153545	0.985854	0.059701	90.999	-17.845	down
61.361	1.160156	0.955011	-0.242758	0.032580	0.146182	0.986867	0.060552	91.076	-17.006	down
61.381	1.536924	0.796268	1.800750	0.044469	0.128335	0.988555	0.065627	91.510	-15.044	down
61.411	1.061172	1.720769	4.024244	0.044469	0.128335	0.988555	0.065627	91.510	-15.044	down
61.419	0.737007	2.681186	5.832107	0.066075	0.096865	0.990312	0.074391	92.366	-11.635	down
61.438	0.600371	3.675770	7.655422	0.066075	0.096865	0.990312	0.074391	92.366	-11.635	down
61.456	1.850982	3.461014	9.517803	0.075409	0.077516	0.990978	0.079162	92.938	-9.530	down
61.476	2.546854	2.175233	9.639615	0.083315	0.051156	0.992057	0.079156	93.070	-6.586	down
61.496	1.379514	0.700946	7.817906	0.084517	0.048584	0.992515	0.073562	92.440	-6.250	down
61.515	0.062900	-0.902634	5.655395	0.086474	0.048842	0.992724	0.068080	91.795	-6.243	down
61.534	-0.521486	-1.841532	4.831055	0.086474	0.048842	0.992724	0.068080	91.795	-6.243	down
61.554	-0.605313	-1.464170	4.652336	0.088833	0.047988	0.992814	0.064287	91.352	-6.126	down
61.573	-0.749587	-0.639868	4.393421	0.090895	0.045064	0.993231	0.056554	90.480	-5.728	down
61.592	-1.096240	-0.103967	3.341883	0.090895	0.045064	0.993231	0.056554	90.480	-5.728	down
61.611	-1.045967	0.075945	1.327145	0.089206	0.049009	0.993492	0.051080	89.824	-6.113	down
61.630	-0.872645	0.139136	-1.365061	0.084951	0.059033	0.993599	0.045375	89.104	-7.182	down
61.650	-0.768983	-0.024082	-4.087385	0.073010	0.093534	0.992293	0.035720	87.814	-11.002	down
61.670	-0.597130	-0.062539	-6.168166	0.073010	0.093534	0.992293	0.035720	87.814	-11.002	down
61.688	-0.368099	-0.265675	-7.533906	0.067796	0.113405	0.990689	0.032838	87.397	-13.247	down
61.707	0.148492	-0.678172	-8.277984	0.059967	0.147072	0.986793	0.031839	87.182	-17.102	down
61.727	0.674475	-0.733469	-8.281444	0.056754	0.157718	0.985309	0.032727	87.285	-18.332	down
61.746	0.716547	-0.647233	-7.670815	0.053478	0.164377	0.984368	0.033750	87.435	-19.100	down
61.765	0.514200	-0.695202	-6.940046	0.050282	0.168882	0.983714	0.035455	87.683	-19.623	down
61.784	0.374016	-0.706599	-6.166451	0.050282	0.168882	0.983714	0.035455	87.683	-19.623	down
61.803	0.470953	-0.714832	-5.834657	0.048378	0.172242	0.983104	0.038717	88.100	-20.024	down
61.822	0.617758	-0.685520	-4.931032	0.048442	0.173307	0.982371	0.050659	89.529	-20.207	down
61.843	0.807669	-0.101518	-2.275299	0.047036	0.167816	0.982960	0.058476	90.514	-19.598	down
61.861	1.733372	0.559670	0.388943	0.041476	0.160508	0.983968	0.065721	91.509	-18.743	down
61.880	2.650621	0.540628	1.511635	0.041476	0.160508	0.983968	0.065721	91.509	-18.743	down
61.900	2.827281	-0.389124	1.927667	0.025680	0.149164	0.985679	0.074344	92.838	-17.330	down
61.930	2.749951	-0.437050	2.788569	0.025680	0.149164	0.985679	0.074344	92.838	-17.330	down
61.937	1.597163	0.742872	3.964225	0.012368	0.128246	0.989066	0.071752	92.723	-14.801	down
61.957	-0.252182	1.948579	5.827590	0.009225	0.109249	0.991846	0.064909	91.933	-12.587	down
61.976	-1.351805	2.694423	9.427875	0.009445	0.088587	0.994466	0.055671	90.833	-10.209	down
61.996	-2.661173	2.992054	11.417974	0.009445	0.088587	0.994466	0.055671	90.833	-10.209	down
62.015	-3.321137	1.216879	10.760056	0.012097	0.063945	0.997267	0.034981	88.416	-7.376	down
62.034	-2.866228	-0.152949	8.483617	0.012097	0.063945	0.997267	0.034981	88.416	-7.376	down
62.053	-2.465647	-1.210709	6.227523	0.014203	0.062628	0.997734	0.020060	86.681	-7.212	down
62.072	-2.173671	-1.534313	3.678590	0.014743	0.067446	0.997492	0.015572	86.153	-7.759	down
62.092	-1.835946	-1.759902	1.276578	0.015080	0.073185	0.997125	0.012560	85.794	-8.414	down
62.111	-1.606566	-1.864595	-0.346472	0.015080	0.073185	0.997125	0.012560	85.794	-8.414	down
62.130	-1.500897	-1.585465	-1.318868	0.016479	0.084041	0.996275	0.010104	85.480	-9.659	down
62.150	-1.317103	-1.086670	-2.221830	0.016479	0.084041	0.996275	0.010104	85.480	-9.659	down
62.170	-1.032387	-0.622468	-3.089068	0.017454	0.090457	0.995695	0.010225	85.473	-10.398	down
62.188	-0.769250	-0.269226	-4.001031	0.018715	0.098704	0.994883	0.010756	85.506	-11.350	down
62.208	-0.584937	-0.120759	-4.854475	0.020093	0.109090	0.993763	0.011433	85.548	-12.549	down
62.226	-0.503949	-0.044755	-5.709164	0.020859	0.121146	0.992341	0.012185	85.601	-13.942	down
62.246	-0.302166	0.031715	-6.601363	0.020117	0.133781	0.990722	0.012999	85.682	-15.403	down
62.265	0.124274	-0.075342	-7.418218	0.017685	0.145435	0.989113	0.013856	85.804	-16.750	down
62.283	0.689644	-0.324453	-7.857033	0.014278	0.154848	0.987725	0.014739	85.958	-17.837	down
62.302	1.064058	-0.476201	-7.951748	0.011656	0.161335	0.986708	0.015555	86.100	-18.587	down
62.322	0.813074	-0.231331	-7.595678	0.012548	0.163006	0.986411	0.016264	86.166	-18.783	down
62.341	-0.111539	0.159965	-6.451843	0.012548	0.163006	0.986411	0.016264	86.166	-18.783	down
62.361	-0.836832	0.868979	-3.722050	0.014977	0.156123	0.987491	0.016192	86.116	-17.988	down
62.379	-1.164945	1.440370	-0.985736	0.015999	0.145497	0.989082	0.017076	86.214	-16.760	down
62.399	-0.505801	1.142281	-0.110664	0.012975	0.135141	0.990550	0.019466	86.557	-15.559	down
62.420	1.035607	0.535444	0.978253	0.007738	0.126530	0.991646	0.023866	87.158	-14.555	down
62.437	2.355904	1.452614	3.519866	0.005263	0.117667	0.992571	0.030504	87.969	-13.527	down
62.467	2.640849	2.756587	6.002948	0.006527	0.107777	0.993474	0.036750	88.676	-12.394	down
62.477	1.564980	3.006706	8.469202	0.009757	0.096442	0.994517	0.039228	88.922	-11.104	down
62.495	-0.233003	1.548688	9.837718	0.009693	0.070752	0.996905	0.032885	88.189	-8.146	down
62.515	-1.227823	0.725954	10.096671	0.009693	0.070752	0.996905	0.032885	88.189	-8.146	down
62.534	-0.774211	0.276410	9.959492	0.011057	0.054948	0.997864	0.033555	88.264	-6.339	down
62.553	1.035841	0.270751	8.514151	0.012343	0.053535	0.997842	0.035953	88.534	-6.184	down
62.573	1.908163	-0.176660	6.270310	0.014076	0.054972	0.997734	0.036143	88.543	-6.356	down
62.591	1.418340	-0.773470	4.608185	0.014076	0.054972	0.997734	0.036143	88.543	-6.356	down
62.611	0.726288	-0.803191	3.388241	0.018447	0.061056	0.997485	0.030896	87.902	-7.062	down
62.630	0.286386	-0.647471	2.185723	0.018447	0.061056	0.997485	0.030896	87.902	-7.062	down
62.650	0.011428	-0.481454	0.552735	0.019197	0.065779	0.997297	0.026514	87.383	-7.598	down
62.669	0.056802	-0.350050	-1.522425	0.020246	0.085366	0.995976	0.018297	86.390	-9.834	down
62.688	0.133719	-0.439024	-3.852626	0.021238	0.098892	0.994762	0.014748	85.941	-11.383	down
62.707	0.150120	-0.624690	-5.770477	0.021238	0.098892	0.994762	0.014748	85.941	-11.383	down
62.726	0.239708	-1.043920	-6.866114	0.024908	0.123021	0.992037	0.010412	85.330	-14.158	down
62.745	0.344748	-0.920504	-7.298534	0.024908	0.123021	0.992037	0.010412	85.330	-14.158	down
62.764	0.397819	-0.676253	-7.115611	0.027481	0.131072	0.990944	0.009719	85.187	-15.088	down
62.784	0.558000	-0.363404	-6.567534	0.030234	0.136512	0.990129	0.009756	85.130	-15.719	down
62.803	0.715079	-0.289684	-5.998986	0.032503	0.140228	0.989535	0.010039	85.113	-16.151	down
62.822	0.553804	-0.714832	-5.917137	0.032993	0.143367	0.989070	0.009928	85.080	-16.514	down
62.841	0.336883	-1.168007	-5.450694	0.031624	0.146179	0.988704	0.009759	85.073	-16.838	down
62.861	0.436308	-1.107132	-4.478348	0.030200	0.148483	0.988395	0.010753	85.208	-17.108	down
62.879	1.078465	-1.050480	-3.113439	0.031535	0.150774	0.987965	0.014034	85.565	-17.386	down
62.900	1.873241	-1.236114	-2.089678	0.036660	0.153226	0.987219	0.023997	86.646	-17.716	down
62.918	2.590939	-0.522960	-0.788568	0.036660	0.153226	0.987219	0.023997	86.646	-17.716	down
62.937	2.520959	0.640919	1.681600	0.038014	0.150131	0.987548	0.027656	87.066	-17.375	down
62.957	2.232604	1.000365	3.783968	0.033276	0.140036	0.989211	0.027290	87.137	-16.193	down
62.987	1.835082	0.397904	4.186102	0.033276	0.140036	0.989211	0.027290	87.137	-16.193	down
62.994	1.465960	0.138833	4.071930	0.026874	0.136786	0.989957	0.023514	86.806	-15.789	down
63.014	1.192059	0.810028	5.377487	0.021700	0.134288	0.990542	0.017953	86.239	-15.475	down
63.033	0.397096	1.178222	6.531828	0.019603	0.133077	0.990860	0.010096	85.350	-15.315	down
63.053	-0.741650	0.990232	6.275102	-0.018731	-0.138070	-0.990203	0.009134	83.086	-15.848	down
63.072	-1.535618	0.589183	5.218648	-0.018731	-0.138070	-0.990203	0.009134	83.086	-15.848	down
63.090	-1.871049	0.650402	4.758827	-0.016780	-0.139327	-0.989940	0.018045	82.063	-15.977	down
63.110	-1.943749	1.297539	5.329540	-0.012650	-0.132685	-0.990561	0.031992	80.506	-15.192	down
63.130	-1.770662	1.610452	5.479626	-0.012650	-0.132685	-0.990561	0.031992	80.506	-15.192	down
63.150	-1.686096	0.710234	3.981882	-0.009725	-0.130196	-0.990677	0.038910	79.745	-14.904	down
63.169	-1.597121	-0.710482	1.493616	-0.003879	-0.137574	-0.989042	0.053388	78.107	-15.767	down
63.187	-1.436317	-1.701095	-0.531269	-0.003879	-0.137574	-0.989042	0.053388	78.107	-15.767	down
63.207	-1.360119	-2.190735	-1.800576	-0.003159	-0.144196	-0.987736	0.059846	77.333	-16.528	down
63.225	-1.465338	-2.292266	-2.534933	-0.003899	-0.150616	-0.986403	0.065628	76.608	-17.255	down
63.245	-1.444017	-2.093447	-3.278080	-0.006117	-0.161869	-0.983920	0.075255	75.365	-18.519	down
63.264	-1.353799	-1.848337	-3.954792	-0.006117	-0.161869	-0.983920	0.075255	75.365	-18.519	down
63.283	-1.370653	-1.814012	-4.413807	-0.007078	-0.167052	-0.982712	0.079488	74.809	-19.099	down
63.303	-1.192989	-1.763288	-4.695140	-0.006695	-0.176131	-0.980618	0.085568	74.028	-20.138	down
63.322	-0.773826	-1.356373	-5.277696	-0.006695	-0.176131	-0.980618	0.085568	74.028	-20.138	down
63.341	-0.291376	-0.981750	-5.598951	-0.005048	-0.180197	-0.979759	0.087048	73.857	-20.623	down
63.361	0.289052	-0.586800	-5.589763	-0.000393	-0.187156	-0.978260	0.089314	73.639	-21.475	down
63.380	0.769330	-0.433130	-5.308671	-0.000393	-0.187156	-0.978260	0.089314	73.639	-21.475	down
63.399	0.702464	-0.330506	-4.914655	0.005468	-0.192058	-0.976929	0.093237	73.264	-22.103	down
63.418	0.372002	-0.948999	-4.864692	0.005991	-0.194244	-0.976325	0.094990	73.049	-22.360	down
63.437	0.095489	-0.886184	-3.382102	0.003306	-0.194217	-0.976252	0.095916	72.872	-22.324	down
63.456	-0.940932	-0.431147	-1.406972	-0.000154	-0.192781	-0.976610	0.095227	72.885	-22.118	down
63.475	-1.375093	0.025770	0.003315	-0.002385	-0.189961	-0.977450	0.092200	73.223	-21.772	ground
63.494	-1.113333	0.753737	1.074533	-0.000733	-0.183906	-0.979002	0.087939	73.819	-21.098	ground
63.514	0.058342	1.568788	1.938394	0.005289	-0.173538	-0.981156	0.084775	74.390	-19.964	ground
63.540	1.727728	2.170205	2.860486	0.005289	-0.173538	-0.981156	0.084775	74.390	-19.964	ground
63.552	2.595190	1.455400	3.779453	0.013551	-0.161490	-0.983122	0.084907	74.591	-18.653	ground
63.571	2.014677	-0.031725	5.044489	0.014058	-0.148616	-0.984539	0.091653	73.838	-17.170	ground
63.591	1.071180	-0.485026	6.129115	0.014058	-0.148616	-0.984539	0.091653	73.838	-17.170	ground
63.610	0.532279	0.058634	6.561407	0.004282	-0.147793	-0.984703	0.092195	73.605	-16.969	ground
63.629	0.662905	0.898670	7.009052	-0.005981	-0.145611	-0.985184	0.090404	73.653	-16.608	ground
63.649	1.049477	1.515567	7.746854	-0.011421	-0.138041	-0.986393	0.088563	73.825	-15.682	ground
63.667	1.753883	1.094079	7.009148	-0.001500	-0.117512	-0.989145	0.088216	74.114	-13.427	ground
63.686	2.515382	0.457012	4.780038	0.004591	-0.113533	-0.989596	0.088225	74.208	-13.033	ground
63.706	2.799256	0.154616	3.105083	0.004591	-0.113533	-0.989596	0.088225	74.208	-13.033	ground
63.725	2.601481	0.387467	2.151404	0.006898	-0.113129	-0.989610	0.088469	74.211	-13.010	ground
63.745	1.948986	0.435441	1.186254	0.010951	-0.115344	-0.988568	0.096484	73.318	-13.307	ground
63.763	1.172210	-0.046956	-0.235362	0.014153	-0.119691	-0.987190	0.104542	72.402	-13.844	ground
63.783	0.582120	-0.798319	-2.146468	0.014153	-0.119691	-0.987190	0.104542	72.402	-13.844	ground
63.802	0.308015	-1.396252	-3.693342	0.016719	-0.127133	-0.985281	0.113046	71.413	-14.732	ground
63.821	0.310093	-1.749095	-4.501067	0.018630	-0.143825	-0.981407	0.125731	69.874	-16.678	ground
63.841	0.575890	-1.430416	-4.577827	0.018630	-0.143825	-0.981407	0.125731	69.874	-16.678	ground
63.860	0.958917	-0.836649	-4.220458	0.019454	-0.148770	-0.980081	0.130114	69.341	-17.258	ground
63.879	1.196682	-0.568736	-4.118453	0.023173	-0.152613	-0.978076	0.139785	68.229	-17.759	ground
63.900	1.283073	-0.776728	-4.195385	0.024251	-0.153490	-0.977114	0.145260	67.586	-17.879	ground
63.920	1.315047	-1.117994	-4.159115	0.022915	-0.153400	-0.976376	0.150442	66.939	-17.845	ground
63.937	1.139678	-0.933770	-3.139957	0.022915	-0.153400	-0.976376	0.150442	66.939	-17.845	ground
63.957	0.618040	-0.607091	-1.534206	0.009806	-0.150546	-0.975852	0.157965	65.822	-17.273	ground
63.977	0.159941	-0.441597	0.346305	0.001324	-0.147993	-0.976018	0.159647	65.497	-16.817	ground
63.995	0.001441	-0.387630	1.800107	-0.004455	-0.144468	-0.976504	0.159841	65.409	-16.303	ground
64.014	0.047357	-0.210789	2.492478	-0.004455	-0.144468	-0.976504	0.159841	65.409	-16.303	ground
64.034	0.646577	0.142006	2.770761	-0.006525	-0.139784	-0.977383	0.158556	65.572	-15.734	ground
64.068	1.359987	0.204320	2.393679	-0.004986	-0.134230	-0.978529	0.156326	65.910	-15.138	ground
64.072	1.748804	-0.219714	2.219884	0.002737	-0.120116	-0.980886	0.153063	66.511	-13.679	ground
64.091	1.282725	-0.593339	2.450293	0.005325	-0.111067	-0.982049	0.152366	66.680	-12.696	ground
64.109	0.355709	-0.291428	3.664212	0.005058	-0.101925	-0.983113	0.151902	66.779	-11.651	ground
64.130	-0.778207	0.640416	5.601508	0.005058	-0.101925	-0.983113	0.151902	66.779	-11.651	ground
64.150	-1.795144	1.483358	5.992899	0.003506	-0.095822	-0.983683	0.152232	66.753	-10.929	ground
64.169	-1.886115	1.762386	3.303682	0.008466	-0.102958	-0.982689	0.153790	66.591	-11.827	ground
64.187	-1.237056	1.486132	0.091230	0.008466	-0.102958	-0.982689	0.153790	66.591	-11.827	ground
64.206	-0.895677	1.043444	-1.642121	0.011823	-0.111634	-0.981586	0.154554	66.500	-12.874	ground
64.226	-1.129275	0.564829	-1.741537	0.013333	-0.121821	-0.979813	0.157953	66.066	-14.060	ground
64.245	-1.572194	0.104785	-1.638900	0.013333	-0.121821	-0.979813	0.157953	66.066	-14.060	ground
64.265	-1.769116	-0.366877	-1.657519	0.016061	-0.120198	-0.979442	0.161209	65.725	-13.924	ground
64.284	-1.676912	-0.533568	-1.294379	0.016061	-0.120198	-0.979442	0.161209	65.725	-13.924	ground
64.302	-1.229253	-0.185193	-0.836113	0.017034	-0.117860	-0.979836	0.160438	65.842	-13.676	ground
64.322	-0.558164	0.384567	-0.827827	0.020926	-0.117297	-0.980677	0.155166	66.522	-13.683	ground
64.341	0.038017	0.332655	-1.469539	0.020926	-0.117297	-0.980677	0.155166	66.522	-13.683	ground
64.362	0.542318	-0.323502	-2.248660	0.028792	-0.123650	-0.979996	0.153265	66.834	-14.547	ground
64.380	0.697036	-0.917982	-2.924514	0.028792	-0.123650	-0.979996	0.153265	66.834	-14.547	ground
64.400	0.428223	-1.453696	-2.957433	0.031921	-0.127411	-0.979321	0.153879	66.794	-15.033	ground
64.418	0.357223	-1.515078	-2.376654	0.032966	-0.130899	-0.978757	0.154317	66.746	-15.451	ground
64.437	0.457212	-1.072940	-2.018833	0.030870	-0.136636	-0.978225	0.153147	66.832	-16.068	ground
64.457	0.497748	-0.843962	-1.947909	0.030071	-0.137147	-0.978179	0.153138	66.818	-16.112	ground
64.476	0.379742	-0.729577	-1.338220	0.030071	-0.137147	-0.978179	0.153138	66.818	-16.112	ground
64.496	0.295687	-0.365291	-0.377259	0.029858	-0.134913	-0.978364	0.153984	66.723	-15.854	ground
64.514	0.083333	-0.074662	0.713689	0.029409	-0.131496	-0.978600	0.155521	66.546	-15.457	ground
64.534	0.024628	-0.141821	1.459217	0.027549	-0.128881	-0.978335	0.159660	66.034	-15.128	ground
64.569	-0.058846	-0.349251	1.756972	0.027401	-0.129960	-0.977827	0.161909	65.759	-15.250	ground
64.571	-0.434809	-0.248764	2.212513	0.027401	-0.129960	-0.977827	0.161909	65.759	-15.250	ground
64.590	-0.664155	0.663615	3.093542	0.028720	-0.131176	-0.977269	0.164052	65.518	-15.415	ground
64.610	-0.279738	0.846911	3.119709	0.039684	-0.133305	-0.975270	0.171765	64.757	-15.882	ground
64.629	0.013623	0.177279	3.040703	0.039684	-0.133305	-0.975270	0.171765	64.757	-15.882	ground
64.649	0.191029	-1.094909	2.991790	0.049156	-0.139408	-0.971634	0.184600	63.346	-16.801	ground
64.668	-0.631304	-2.438087	2.299959	0.049410	-0.141038	-0.970359	0.189919	62.703	-17.007	ground
64.686	-2.355675	-1.695577	2.568392	0.045987	-0.137966	-0.970594	0.191828	62.428	-16.586	ground
64.706	-3.443022	1.053040	4.254869	0.045987	-0.137966	-0.970594	0.191828	62.428	-16.586	ground
64.726	-2.598718	2.837520	3.693995	0.044514	-0.133519	-0.971424	0.191119	62.509	-16.047	ground
64.746	-0.727154	2.747145	-0.071213	0.059430	-0.145223	-0.969365	0.188972	62.975	-17.699	ground
64.764	1.119679	1.429160	-3.938634	0.059430	-0.145223	-0.969365	0.188972	62.975	-17.699	ground
64.783	2.285310	0.083556	-5.743330	0.067124	-0.158602	-0.966726	0.189160	63.054	-19.393	ground
64.802	2.269115	-0.630853	-5.928586	0.069265	-0.170250	-0.964502	0.189610	63.004	-20.774	ground
64.821	0.973536	-0.391582	-5.214320	0.058145	-0.174741	-0.964165	0.190972	62.582	-21.049	ground
64.841	-0.712651	0.431406	-2.750695	0.058145	-0.174741	-0.964165	0.190972	62.582	-21.049	ground
64.860	-2.299002	1.336864	0.705854	0.041575	-0.151989	-0.968383	0.193402	62.091	-18.086	ground
64.880	-2.642755	2.003626	2.235987	0.041575	-0.151989	-0.968383	0.193402	62.091	-18.086	ground
64.900	-1.620407	1.993848	1.402398	0.040561	-0.141583	-0.969835	0.194240	62.031	-16.881	ground
64.918	-0.391418	1.206343	-0.549246	0.044649	-0.140144	-0.969620	0.195456	61.959	-16.812	ground
64.938	0.124335	-0.050194	-1.942121	0.042807	-0.145592	-0.968830	0.195801	61.858	-17.390	ground
64.956	0.191221	-0.842058	-2.245817	0.042807	-0.145592	-0.968830	0.195801	61.858	-17.390	ground
64.976	0.047455	-1.140984	-1.963837	0.037262	-0.151369	-0.968067	0.196330	61.663	-17.921	ground
64.995	-0.014131	-1.229159	-1.651338	0.037262	-0.151369	-0.968067	0.196330	61.663	-17.921	ground
65.013	-0.072057	-1.153900	-1.316720	0.036358	-0.150107	-0.968153	0.197040	61.569	-17.757	ground
65.034	-0.329384	-1.147204	-0.875372	0.034677	-0.146174	-0.968542	0.198385	61.403	-17.272	ground
65.052	-0.629187	-1.209713	-0.439316	0.034677	-0.146174	-0.968542	0.198385	61.403	-17.272	ground
65.071	-0.627851	-1.128576	-0.166378	0.033146	-0.146436	-0.968699	0.197687	61.460	-17.266	ground
65.090	-0.235036	-0.877717	-0.132809	0.032156	-0.148012	-0.968892	0.195723	61.671	-17.422	ground
65.111	0.146937	-0.725142	-0.116853	0.031541	-0.152496	-0.969351	0.190023	62.319	-17.917	ground
65.130	0.163699	-0.685416	-0.005722	0.029820	-0.154492	-0.969733	0.186709	62.676	-18.106	ground
65.166	-0.144762	-0.589937	0.747100	0.029820	-0.154492	-0.969733	0.186709	62.676	-18.106	ground
65.169	-0.616407	-0.219766	2.459763	0.026673	-0.155434	-0.970413	0.182828	63.083	-18.145	ground
65.187	-0.759553	0.267314	3.086986	0.024151	-0.155570	-0.971307	0.178262	63.590	-18.109	ground
65.206	-0.438052	0.368143	2.462372	0.022050	-0.157720	-0.973073	0.166631	64.943	-18.318	ground
65.225	-0.255575	0.273795	1.971698	0.018284	-0.157509	-0.974313	0.159908	65.688	-18.226	ground
65.244	-0.762108	0.680227	2.350413	0.012605	-0.154322	-0.976011	0.153062	66.433	-17.764	ground
65.263	-1.736120	1.956120	3.004646	0.012605	-0.154322	-0.976011	0.153062	66.433	-17.764	ground
65.283	-2.588046	3.175505	3.271092	0.007869	-0.148642	-0.977908	0.146763	67.147	-17.039	ground
