time(s)	globalX	globalY	globalZ	quatX	quatY	quatZ	quatW	gyroAngle	pitch	floorLabel
25.569	1.867834	0.259772	2.667149	0.103222	0.008952	-0.014850	0.994507	266.309	-11.832	ground
25.595	1.423109	-0.421119	4.377661	0.093936	-0.000222	-0.014274	0.995476	266.127	-10.779	ground
25.606	0.657310	-0.248188	4.415613	0.084243	-0.005827	-0.014570	0.996322	266.102	-9.674	ground
25.626	0.597760	0.649677	3.690572	0.069782	-0.014920	-0.014723	0.997342	266.050	-8.027	ground
25.645	1.213329	0.811668	3.574855	0.069782	-0.014920	-0.014723	0.997342	266.050	-8.027	ground
25.665	1.797629	0.192831	4.596750	0.062968	-0.022750	-0.016605	0.997618	266.220	-7.261	ground
25.684	1.670935	-0.774609	6.008309	0.045322	-0.035291	-0.026640	0.997993	267.348	-5.298	ground
25.703	0.905030	-1.847704	6.721326	0.038117	-0.034603	-0.032079	0.998159	268.002	-4.492	ground
25.722	0.514635	-2.309493	5.617478	0.036644	-0.030249	-0.034973	0.998258	268.359	-4.317	ground
25.741	1.099738	-1.408336	3.196068	0.036644	-0.030249	-0.034973	0.998258	268.359	-4.317	ground
25.761	1.759290	-0.556638	0.595473	0.053160	-0.027075	-0.038872	0.997462	268.779	-6.209	ground
25.780	1.955863	-0.243840	-1.105595	0.065352	-0.030356	-0.043556	0.996449	269.265	-7.636	ground
25.799	1.878183	-0.389013	-2.001389	0.065352	-0.030356	-0.043556	0.996449	269.265	-7.636	ground
25.819	1.662762	-0.610319	-2.454261	0.083902	-0.034343	-0.057955	0.994194	270.850	-9.835	ground
25.838	1.263208	-0.694569	-2.990880	0.089099	-0.032003	-0.065999	0.993318	271.798	-10.441	ground
25.857	0.955454	-0.555482	-3.446543	0.092598	-0.029041	-0.073727	0.992545	272.724	-10.842	ground
25.876	0.801340	-0.300955	-3.675675	0.092598	-0.029041	-0.073727	0.992545	272.724	-10.842	ground
25.895	0.852040	-0.049745	-3.563542	0.095657	-0.027882	-0.081221	0.991703	273.608	-11.201	ground
25.915	0.997404	0.063870	-3.276822	0.101529	-0.030472	-0.096099	0.989711	275.313	-11.936	ground
25.933	1.024314	0.158246	-3.180019	0.101529	-0.030472	-0.096099	0.989711	275.313	-11.936	ground
25.953	1.046488	0.310481	-3.377360	0.103842	-0.031022	-0.103765	0.988680	276.204	-12.226	ground
25.972	1.045836	0.328657	-3.328903	0.105407	-0.030969	-0.111859	0.987632	277.155	-12.423	ground
25.991	1.098202	0.222976	-2.788794	0.105988	-0.031400	-0.120727	0.986512	278.191	-12.515	ground
26.011	0.784857	0.072760	-2.362269	0.105490	-0.031871	-0.130569	0.985296	279.342	-12.486	ground
26.030	0.308583	-0.019575	-2.531514	0.101344	-0.027979	-0.151286	0.982883	281.822	-11.987	ground
26.050	0.072523	0.108083	-2.728220	0.101344	-0.027979	-0.151286	0.982883	281.822	-11.987	ground
26.070	-0.070843	0.232074	-2.681869	0.097404	-0.024845	-0.160788	0.981857	282.969	-11.494	ground
26.088	-0.235497	0.412434	-2.691043	0.092135	-0.022826	-0.169296	0.980984	283.979	-10.865	ground
26.106	-0.342357	0.752615	-2.820897	0.077826	-0.026617	-0.181830	0.979884	285.383	-9.335	ground
26.126	0.292817	1.218787	-1.437538	0.077826	-0.026617	-0.181830	0.979884	285.383	-9.335	ground
26.146	1.453801	1.266452	1.089734	0.068983	-0.033050	-0.185441	0.979674	285.740	-8.477	ground
26.164	1.976467	1.260219	2.523938	0.055637	-0.039477	-0.192697	0.978884	286.543	-7.131	ground
26.198	1.928488	1.606670	2.540814	0.053401	-0.037335	-0.197540	0.978127	287.127	-6.847	ground
26.202	1.633672	2.186305	2.011056	0.053401	-0.037335	-0.197540	0.978127	287.127	-6.847	ground
26.223	1.570598	2.504456	2.119863	0.053452	-0.035183	-0.203050	0.977075	287.789	-6.819	ground
26.242	1.804564	1.866939	3.069854	0.054380	-0.035544	-0.209262	0.975699	288.518	-6.949	ground
26.261	1.729615	1.022231	3.681054	0.055839	-0.037856	-0.216337	0.973985	289.337	-7.190	ground
26.280	1.230507	0.661234	3.831534	0.057764	-0.039940	-0.224445	0.971953	290.281	-7.482	ground
26.299	0.931836	0.519974	3.882532	0.060541	-0.039453	-0.239656	0.968165	292.090	-7.824	ground
26.320	1.001575	0.824557	3.802334	0.060541	-0.039453	-0.239656	0.968165	292.090	-7.824	ground
26.339	1.140973	0.555028	2.620451	0.061686	-0.037877	-0.245669	0.966647	292.818	-7.924	ground
26.357	1.060315	-0.791628	2.068296	0.061641	-0.042781	-0.259019	0.962953	294.375	-8.099	ground
26.376	0.728096	-2.237163	3.261772	0.061742	-0.047163	-0.268191	0.960227	295.441	-8.272	ground
26.395	-0.754571	-2.939136	2.950804	0.061742	-0.047163	-0.268191	0.960227	295.441	-8.272	ground
26.415	-2.386886	-2.428809	0.508986	0.067018	-0.048177	-0.278144	0.956987	296.635	-8.921	ground
26.434	-2.808374	-1.390666	-2.406013	0.078380	-0.046731	-0.286583	0.953700	297.693	-10.154	ground
26.452	-2.031989	-0.246002	-4.305711	0.106844	-0.045963	-0.296282	0.947992	299.020	-13.286	ground
26.472	-1.133454	0.302384	-4.879504	0.116289	-0.046203	-0.299848	0.945745	299.522	-14.340	ground
26.492	-0.632749	0.187203	-4.920993	0.120164	-0.045364	-0.303887	0.944010	300.062	-14.741	ground
26.511	-0.338281	-0.463732	-4.371747	0.118497	-0.043694	-0.308951	0.942655	300.695	-14.501	ground
26.530	-0.217659	-0.950529	-3.276882	0.118497	-0.043694	-0.308951	0.942655	300.695	-14.501	ground
26.549	-0.545407	-1.209939	-1.989493	0.112480	-0.041218	-0.315495	0.941335	301.482	-13.755	ground
26.570	-1.008799	-1.289057	-0.897005	0.094437	-0.032260	-0.330959	0.938353	303.338	-11.454	ground
26.589	-1.318232	-1.243735	-0.226724	0.094437	-0.032260	-0.330959	0.938353	303.338	-11.454	ground
26.606	-1.461790	-1.135602	0.124642	0.085760	-0.026759	-0.338235	0.936764	304.219	-10.298	ground
26.627	-1.479228	-1.128850	0.397063	0.078529	-0.022492	-0.344433	0.935250	304.964	-9.345	ground
26.645	-1.349085	-1.043065	0.826473	0.072837	-0.020565	-0.349125	0.934015	305.516	-8.651	ground
26.665	-0.859711	-0.863405	1.050008	0.068222	-0.023128	-0.352351	0.933092	305.866	-8.257	ground
26.684	0.290276	-0.691067	0.736025	0.069955	-0.025228	-0.351487	0.933235	305.756	-8.529	ground
26.715	1.562956	-0.543335	0.071642	0.069955	-0.025228	-0.351487	0.933235	305.756	-8.529	ground
26.721	2.514400	-0.218535	-0.541460	0.073173	-0.026752	-0.350685	0.933247	305.667	-8.937	ground
26.742	2.860662	0.164438	-0.828525	0.076508	-0.027965	-0.351401	0.932674	305.768	-9.344	ground
26.761	2.784931	0.323836	-0.827080	0.080884	-0.030849	-0.359840	0.928989	306.823	-9.932	ground
26.779	2.455510	0.302487	-0.549398	0.080884	-0.030849	-0.359840	0.928989	306.823	-9.932	ground
26.799	1.975816	0.177564	-0.549150	0.082172	-0.032341	-0.367126	0.925970	307.728	-10.132	ground
26.819	1.534220	-0.113787	-0.479771	0.083042	-0.033512	-0.375799	0.922365	308.809	-10.275	ground
26.837	1.362234	-0.416064	-0.315984	0.082879	-0.034591	-0.385486	0.918333	310.015	-10.305	ground
26.857	1.478512	-0.822891	-0.404813	0.081430	-0.035906	-0.396358	0.913773	311.364	-10.211	ground
26.875	1.438983	-1.519935	-0.126481	0.069915	-0.040235	-0.424166	0.901984	314.780	-9.222	ground
26.895	0.777762	-2.550917	2.010183	0.069915	-0.040235	-0.424166	0.901984	314.780	-9.222	ground
26.914	-0.712595	-3.392079	4.573023	0.057948	-0.040051	-0.441362	0.894560	316.910	-7.992	ground
26.933	-2.143898	-3.099776	5.663879	0.036743	-0.029014	-0.475835	0.878288	321.324	-5.288	ground
26.953	-2.716631	-2.631314	5.232999	0.032009	-0.023066	-0.489717	0.870988	323.145	-4.494	ground
26.973	-2.332405	-2.650140	4.752942	0.032009	-0.023066	-0.489717	0.870988	323.145	-4.494	ground
26.992	-1.926406	-2.710731	4.661248	0.035565	-0.019942	-0.510602	0.858850	325.941	-4.672	ground
27.010	-1.890496	-2.514822	3.261295	0.035565	-0.019942	-0.510602	0.858850	325.941	-4.672	ground
27.030	-2.022348	-2.417324	0.218835	0.047945	-0.024886	-0.519493	0.852766	327.193	-6.179	ground
27.050	-1.261054	-2.311384	-2.839102	0.066030	-0.033757	-0.527261	0.846461	328.362	-8.475	ground
27.069	0.189544	-2.287916	-5.045788	0.085288	-0.044771	-0.534272	0.839806	329.489	-11.016	ground
27.087	1.759422	-2.450869	-6.015872	0.101323	-0.055267	-0.541723	0.832596	330.692	-13.215	ground
27.107	2.646239	-2.416093	-5.683595	0.111183	-0.062250	-0.551230	0.824566	332.148	-14.595	ground
27.125	2.372841	-2.254248	-4.805756	0.114455	-0.063763	-0.564034	0.815292	334.020	-14.985	ground
27.145	1.132558	-1.658253	-3.953651	0.112412	-0.060626	-0.580128	0.804449	336.314	-14.549	ground
27.164	0.172078	-0.896810	-3.201154	0.106964	-0.055052	-0.598252	0.792226	338.875	-13.612	ground
27.184	-0.171113	-0.353335	-2.053157	0.090481	-0.042746	-0.633597	0.767164	343.857	-11.128	ground
27.203	-0.121581	0.110670	-0.911110	0.090481	-0.042746	-0.633597	0.767164	343.857	-11.128	ground
27.222	0.079424	0.506405	-0.337877	0.081870	-0.038204	-0.649568	0.754916	346.139	-9.976	ground
27.241	0.260515	0.644033	-0.022602	0.074191	-0.036435	-0.664373	0.742817	348.296	-9.128	ground
27.261	0.451918	0.684671	0.249169	0.061811	-0.038204	-0.690993	0.719200	352.305	-8.147	ground
27.280	0.539980	0.714817	0.840122	0.061811	-0.038204	-0.690993	0.719200	352.305	-8.147	ground
27.300	0.501760	0.639326	0.920691	0.057868	-0.038299	-0.702863	0.707932	354.167	-7.803	ground
27.319	0.930204	0.313279	0.585610	0.055659	-0.034932	-0.723419	0.687275	357.526	-7.299	ground
27.337	1.418400	-0.246933	1.441607	0.055131	-0.033537	-0.733132	0.677018	359.156	-7.113	ground
27.357	1.215810	-0.371310	2.715465	0.056132	-0.032712	-0.742752	0.666407	0.816	-7.089	ground
27.388	0.981861	0.449142	3.110419	0.056132	-0.032712	-0.742752	0.666407	0.816	-7.089	ground
27.394	1.191197	1.037601	2.878668	0.059388	-0.033195	-0.751405	0.656324	2.369	-7.345	ground
27.414	1.204345	0.708664	2.277667	0.064185	-0.035668	-0.758156	0.647925	3.640	-7.889	ground
27.434	0.497992	0.126012	2.014292	0.069083	-0.039413	-0.763408	0.641001	4.672	-8.554	ground
27.452	-0.300897	-0.108601	1.462962	0.077323	-0.046879	-0.772532	0.628504	6.511	-9.766	ground
27.471	-0.777940	0.009924	0.265377	0.077323	-0.046879	-0.772532	0.628504	6.511	-9.766	ground
27.491	-1.571858	-0.174873	-0.342806	0.078491	-0.050424	-0.777273	0.622209	7.423	-10.140	ground
27.510	-2.858993	-0.772140	0.429435	0.065795	-0.050614	-0.786958	0.611396	8.978	-9.214	ground
27.530	-3.926986	-1.343017	2.258429	0.065795	-0.050614	-0.786958	0.611396	8.978	-9.214	ground
27.549	-3.856413	-1.046897	4.178946	0.052354	-0.045878	-0.794033	0.603875	10.074	-7.822	ground
27.568	-2.783781	-0.350583	3.203020	0.052354	-0.045878	-0.794033	0.603875	10.074	-7.822	ground
27.587	-1.629617	-0.187659	0.416342	0.057103	-0.048260	-0.795348	0.601525	10.409	-8.364	ground
27.607	-0.587286	-0.625010	-2.445606	0.066471	-0.056539	-0.795550	0.599571	10.652	-9.768	ground
27.625	0.432830	-1.315052	-4.134918	0.074749	-0.068351	-0.795929	0.596857	10.958	-11.422	ground
27.645	0.151595	-1.789063	-3.939054	0.077390	-0.079221	-0.798040	0.592340	11.495	-12.599	ground
27.664	-1.187589	-1.193730	-2.288864	0.074145	-0.083934	-0.802607	0.585900	12.349	-12.804	ground
27.684	-1.771768	-0.043745	-0.685523	0.068788	-0.080134	-0.808652	0.578730	13.405	-12.077	ground
27.703	-1.647005	0.518823	0.204596	0.064500	-0.071404	-0.814412	0.572253	14.414	-10.960	ground
27.722	-1.175978	0.301570	0.112787	0.061894	-0.060742	-0.822048	0.562775	15.846	-9.760	ground
27.741	-0.715533	-0.326279	-0.774047	0.061989	-0.063441	-0.824847	0.558354	16.442	-10.014	ground
27.761	-0.323129	-0.776680	-1.882578	0.061478	-0.068839	-0.827934	0.553179	17.111	-10.487	ground
27.780	0.177959	-1.008143	-2.345373	0.061478	-0.068839	-0.827934	0.553179	17.111	-10.487	ground
27.800	0.497873	-1.025824	-2.375339	0.060080	-0.073346	-0.831632	0.547173	17.894	-10.821	ground
27.818	0.516220	-0.776486	-2.178135	0.055847	-0.073373	-0.840867	0.533329	19.785	-10.542	ground
27.837	0.584697	-0.562873	-1.783541	0.055847	-0.073373	-0.840867	0.533329	19.785	-10.542	ground
27.857	0.810255	-0.666646	-1.452546	0.051343	-0.065710	-0.850404	0.519480	21.725	-9.503	ground
27.876	1.047691	-0.909111	-1.079110	0.051343	-0.065710	-0.850404	0.519480	21.725	-9.503	ground
27.895	1.136641	-1.131606	-0.761098	0.048790	-0.061706	-0.855093	0.512472	22.693	-8.948	ground
27.914	0.996300	-1.284642	-0.351949	0.045491	-0.058770	-0.859919	0.504990	23.705	-8.454	ground
27.933	0.832918	-1.261015	0.199713	0.041276	-0.056853	-0.865024	0.496787	24.794	-8.011	ground
27.953	0.442488	-0.905973	0.645817	0.032440	-0.053341	-0.875964	0.478320	27.219	-7.151	ground
27.991	-0.017379	-0.482654	1.460758	0.032440	-0.053341	-0.875964	0.478320	27.219	-7.151	ground
27.993	-0.515597	-0.102731	1.725293	0.028118	-0.052609	-0.881440	0.468514	28.488	-6.840	ground
28.010	-0.728108	-0.068113	1.582392	0.023657	-0.054246	-0.886625	0.458687	29.736	-6.771	ground
28.030	-0.712909	-0.390195	2.154596	0.011910	-0.060352	-0.896264	0.439235	32.146	-6.814	ground
28.050	-0.892649	-0.792188	2.845925	0.011910	-0.060352	-0.896264	0.439235	32.146	-6.814	ground
28.067	-1.099130	-1.013323	2.910137	0.000049	-0.056880	-0.906427	0.418515	34.762	-5.921	ground
28.087	-1.600141	-0.800992	3.284693	0.000049	-0.056880	-0.906427	0.418515	34.762	-5.921	ground
28.106	-3.009781	-0.312907	4.255869	-0.008232	-0.050645	-0.911956	0.407068	36.223	-4.915	ground
28.126	-4.316398	0.273691	5.826824	-0.028577	-0.037717	-0.922262	0.383658	39.185	-2.731	ground
28.145	-4.260508	0.887754	7.576467	-0.031397	-0.036212	-0.926954	0.372102	40.621	-2.509	ground
28.164	-3.135058	1.898460	5.979374	-0.031397	-0.036212	-0.926954	0.372102	40.621	-2.509	ground
28.183	-2.559635	2.677962	1.874551	-0.023589	-0.042958	-0.930983	0.361759	41.865	-3.607	ground
28.202	-2.620969	2.363230	-2.262731	-0.009693	-0.058621	-0.933515	0.353579	42.805	-5.889	ground
28.221	-2.333278	0.463706	-5.766586	0.005264	-0.080249	-0.934152	0.347696	43.434	-8.835	ground
28.240	-1.859032	-1.880450	-7.546861	0.016259	-0.102994	-0.933872	0.342070	43.995	-11.741	ground
28.259	-1.976422	-3.791466	-6.987577	0.020329	-0.120387	-0.934357	0.334769	44.743	-13.803	ground
28.279	-2.334300	-4.071736	-5.332817	0.019671	-0.127228	-0.937187	0.324203	45.962	-14.550	ground
28.300	-2.632278	-2.235247	-3.834995	0.018218	-0.110148	-0.950379	0.290371	50.300	-12.706	ground
28.317	-1.971604	-0.175223	-2.567966	0.019382	-0.095046	-0.957913	0.270175	52.889	-11.102	ground
28.337	-0.914701	0.842213	-1.554357	0.020535	-0.082075	-0.964164	0.251453	55.229	-9.706	ground
28.357	-0.243237	0.790352	-0.755055	0.020535	-0.082075	-0.964164	0.251453	55.229	-9.706	ground
28.376	-0.073474	0.109653	-0.132975	0.020042	-0.073801	-0.968882	0.235414	57.176	-8.769	ground
28.395	0.005944	-0.756680	-0.273985	0.013340	-0.073825	-0.975377	0.207396	60.443	-8.601	ground
28.413	0.106290	-1.278547	-0.798127	0.013340	-0.073825	-0.975377	0.207396	60.443	-8.601	ground
28.433	0.192790	-1.342618	-0.755371	0.004098	-0.077603	-0.980760	0.179083	63.687	-8.841	ground
28.452	0.532525	-1.080094	0.225951	0.002415	-0.074751	-0.983398	0.165336	65.298	-8.500	ground
28.472	0.935616	-0.848882	1.251170	0.003459	-0.071291	-0.985710	0.152579	66.812	-8.141	ground
28.490	1.256213	-0.760751	1.460213	0.003459	-0.071291	-0.985710	0.152579	66.812	-8.141	ground
28.509	1.258694	-0.978284	1.378759	0.005805	-0.069679	-0.987535	0.141024	68.184	-8.005	ground
28.530	1.300786	-1.183803	1.563615	0.010912	-0.071539	-0.989909	0.121836	70.456	-8.296	ground
28.562	1.251761	-1.149899	1.569325	0.010912	-0.071539	-0.989909	0.121836	70.456	-8.296	ground
28.568	0.775447	-0.763355	1.774977	0.013044	-0.074472	-0.990598	0.114020	71.378	-8.657	ground
28.586	0.238173	-0.081756	2.097000	0.014831	-0.078147	-0.991070	0.107026	72.203	-9.095	ground
28.606	-0.137344	0.322684	1.899793	0.017272	-0.082075	-0.991369	0.100749	72.952	-9.568	ground
28.625	-0.643338	0.740891	1.614981	0.022355	-0.087379	-0.991873	0.089731	74.282	-10.215	ground
28.644	-1.420084	1.271685	2.359929	0.022355	-0.087379	-0.991873	0.089731	74.282	-10.215	ground
28.663	-2.438510	2.277588	3.911264	0.023336	-0.084778	-0.992503	0.084905	74.853	-9.918	ground
28.683	-3.400952	3.423178	5.209276	0.023803	-0.079576	-0.993289	0.080445	75.374	-9.318	ground
28.702	-2.849921	3.986558	5.948872	0.024263	-0.076574	-0.993891	0.075668	75.931	-8.968	ground
28.721	-1.431296	3.720342	4.090602	0.035947	-0.089530	-0.993073	0.067091	77.060	-10.524	ground
28.740	-0.203358	2.735706	0.331464	0.035947	-0.089530	-0.993073	0.067091	77.060	-10.524	ground
28.759	1.046922	1.443007	-3.140901	0.045625	-0.106268	-0.991159	0.065031	77.457	-12.509	ground
28.779	2.001419	0.202037	-4.664522	0.053808	-0.141417	-0.986499	0.062623	77.980	-16.604	ground
28.800	1.564081	0.258211	-4.181527	0.053808	-0.141417	-0.986499	0.062623	77.980	-16.604	ground
28.818	0.195079	0.783048	-2.043837	0.045597	-0.155833	-0.984784	0.061977	77.951	-18.215	ground
28.837	-1.178177	1.050578	-0.190716	0.045597	-0.155833	-0.984784	0.061977	77.951	-18.215	ground
28.856	-1.447727	1.613071	0.900916	0.044372	-0.156832	-0.984976	0.057053	78.518	-18.301	ground
28.876	-0.234517	2.143225	0.981959	0.044372	-0.156832	-0.984976	0.057053	78.518	-18.301	ground
28.895	0.931319	2.174401	0.060899	0.052414	-0.162689	-0.984109	0.048101	79.763	-18.981	ground
28.914	1.462983	1.868056	-1.282802	0.052414	-0.162689	-0.984109	0.048101	79.763	-18.981	ground
28.932	1.202450	1.076179	-1.876924	0.054511	-0.168676	-0.983134	0.045004	80.202	-19.668	ground
28.952	0.424475	0.454449	-1.799989	0.055149	-0.174415	-0.982171	0.043342	80.441	-20.328	ground
28.971	-0.117095	0.281875	-1.529000	0.056052	-0.183101	-0.980698	0.039550	80.960	-21.319	ground
28.990	-0.137691	0.026500	-1.441758	0.056052	-0.183101	-0.980698	0.039550	80.960	-21.319	ground
29.010	0.287923	-0.195338	-1.842059	0.058453	-0.185804	-0.980160	0.036692	81.375	-21.625	ground
29.030	0.476934	-0.008131	-1.844499	0.062740	-0.185952	-0.979974	0.033702	81.837	-21.635	ground
29.049	0.470712	0.003038	-1.568331	0.067976	-0.183425	-0.980184	0.031199	82.242	-21.335	ground
29.067	0.807539	-0.229139	-1.912298	0.072657	-0.180233	-0.980511	0.028892	82.602	-20.955	ground
29.086	0.538373	-0.077631	-1.497926	0.074494	-0.177326	-0.980971	0.026492	82.907	-20.601	ground
29.105	-0.040418	-0.007681	-0.555601	0.074776	-0.173670	-0.981651	0.024687	83.098	-20.161	ground
29.124	-0.355509	0.345682	0.491243	0.077682	-0.161794	-0.983500	0.022732	83.287	-18.771	up
29.144	-0.330235	0.730892	1.080944	0.077682	-0.161794	-0.983500	0.022732	83.287	-18.771	up
29.170	-0.470818	0.834270	1.682825	0.079261	-0.155298	-0.984423	0.022618	83.271	-18.020	up
29.182	-0.109059	0.588282	1.721526	0.079377	-0.150107	-0.985206	0.023167	83.161	-17.425	up
29.201	0.329744	0.384062	2.001197	0.071041	-0.146257	-0.986341	0.026328	82.604	-16.993	up
29.221	0.318174	0.456391	2.655792	0.071041	-0.146257	-0.986341	0.026328	82.604	-16.993	up
29.240	-0.138579	-0.049662	2.757154	0.056399	-0.151505	-0.986260	0.033996	81.466	-17.619	up
29.260	-0.572624	-0.924519	1.978801	0.048397	-0.154573	-0.986076	0.037666	80.896	-17.968	up
29.279	-1.216716	-1.432546	1.794382	0.048397	-0.154573	-0.986076	0.037666	80.896	-17.968	up
29.299	-1.762273	-1.377581	2.637111	0.028214	-0.151127	-0.987436	0.036539	80.646	-17.489	up
29.317	-2.254365	0.334113	4.706677	0.028214	-0.151127	-0.987436	0.036539	80.646	-17.489	up
29.336	-2.269358	2.765917	6.075066	0.012111	-0.140557	-0.989778	0.020902	82.205	-16.185	up
29.355	-1.178918	3.954413	5.590998	0.012111	-0.140557	-0.989778	0.020902	82.205	-16.185	up
29.374	0.023221	3.960034	2.991570	0.012401	-0.138869	-0.990158	0.012195	83.237	-15.980	up
29.394	0.531046	2.824121	-0.055334	0.021449	-0.146236	-0.989016	0.001645	84.652	-16.818	up
29.413	0.358071	1.344491	-2.189990	-0.022347	0.151759	0.988164	0.001411	85.046	-17.449	up
29.432	-0.562991	0.455490	-2.526926	-0.022347	0.151759	0.988164	0.001411	85.046	-17.449	up
29.451	-1.175226	0.652112	-1.667077	-0.019661	0.155218	0.987672	0.005011	85.434	-17.843	up
29.470	-1.177266	1.098735	-1.007337	-0.015767	0.156132	0.987557	0.010295	85.992	-17.942	up
29.490	-0.668538	1.138324	-1.426003	-0.012753	0.156273	0.987484	0.017076	86.743	-17.951	up
29.510	0.057284	0.961385	-2.144731	-0.011170	0.156333	0.987333	0.024669	87.617	-17.948	up
29.529	0.276497	0.558086	-2.737859	-0.010465	0.156541	0.987095	0.032071	88.485	-17.961	up
29.547	0.230274	0.077815	-3.163988	-0.009667	0.157187	0.986761	0.038754	89.268	-18.027	up
29.567	0.349065	-0.358301	-3.480631	-0.008197	0.157962	0.986384	0.045018	89.990	-18.113	up
29.587	0.521619	-0.667909	-3.580599	-0.005531	0.158237	0.986046	0.051387	90.699	-18.149	up
29.606	0.308013	-0.706693	-2.817911	-0.001936	0.157368	0.985844	0.057758	91.388	-18.063	up
29.624	0.114387	-0.360919	-1.593240	0.002548	0.150542	0.986119	0.070002	92.739	-17.293	up
29.644	0.308954	-0.180388	-1.121639	0.002548	0.150542	0.986119	0.070002	92.739	-17.293	up
29.663	0.503144	-0.237294	-1.033257	0.001934	0.146823	0.986269	0.075602	93.401	-16.852	up
29.682	0.340828	-0.812644	-1.353125	0.001049	0.144318	0.986260	0.080417	93.978	-16.549	up
29.702	0.361940	-1.289007	-1.540415	-0.000022	0.141863	0.986261	0.084658	94.488	-16.250	up
29.721	0.344793	-1.237464	-0.247825	-0.005292	0.126574	0.987686	0.091803	95.344	-14.422	up
29.740	0.501826	-0.668018	1.768655	-0.005292	0.126574	0.987686	0.091803	95.344	-14.422	up
29.768	0.671793	-0.145298	2.296326	-0.013180	0.109575	0.989280	0.095630	95.813	-12.373	up
29.781	0.676399	0.022163	1.923326	-0.013180	0.109575	0.989280	0.095630	95.813	-12.373	up
29.797	0.501051	0.030301	1.498427	-0.013225	0.106725	0.989520	0.096357	95.884	-12.044	up
29.817	0.318032	-0.086991	1.807276	-0.009537	0.105999	0.989660	0.096175	95.814	-12.004	up
29.836	0.054035	-0.038673	3.087222	-0.003442	0.105293	0.989920	0.094657	95.560	-11.994	up
